labels,text,lang
ham,Good Morning my Dear........... Have a great &amp; successful day.,english
ham,Hast du die Arbeit noch nicht beendet?,german
ham,Du bist ein großer Chic. Gewöhnlich. Declare,german
ham,U GOIN OUT 2NITE?,english
ham,"machen, dass 3! 4 fickt Sake?! x",german
ham,"SIB ne demande jamais d'informations sensibles comme les mots de passe, ATM/SMS PIN par email. Ne partagez jamais votre mot de passe avec qui que ce soit.",french
spam,?-??? ???????: ??iSSSSSS: 2KBS: ??-??- ?????? drvivivivs ?? ???? ??? 12 ?? ????? ?? ???,hindi
ham,"Moi aussi, combien pour une 8e?",french
ham,Ich werde zu Hause in &lt;#&gt; Minuten erreichen,german
ham,"Und wann immer du und ich sehen, können wir uns auch noch verkuppeln.",german
ham,La pauvre fille ne peut pas y aller un jour.,french
spam,"CURECTIECTIE _BAR_ ???? ?????? ??? ?? ????? www.com.net ?????= 3quz9 ??? ???? ?? ????, ??? ???????? ???? ???? _BAR_ 28704040404062.CU2AA",hindi
ham,"Le mariage d'Arngd est alors que u r walkin malheureusement un serpent mord u. bt amour mariage danse en frnt de serpent d &amp; sayin Bite me, mord me.",french
ham,Ich nicht beschäftigt juz dun wan 2 gehen so früh.. Hee..,german
ham,Aber du hast Kontakt zu mir aufgenommen.,german
ham,Est-ce qu'il a un problème?,french
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,english
ham,Lol well don't do it without me. We could have a big sale together.,english
ham,??? ??? ?? ??? ??? ???? ?? ???? ?? &l;# wgt;,hindi
ham,Je crois que je lui ai dit.,french
ham,??? ??? ?? ???? ??? ???? ??? ???...,hindi
ham,Wat est de ton côté.,french
ham,ne pas faire de plans pour nxt wknd coz elle veut qu'on descende alors ok,french
ham,Je garde dix rs dans mon étagère:) acheter deux oeufs.,french
ham,R ü va à la réunion d'aujourd'hui?,french
ham,"Es ist okay, zumindest Armand ist noch da",german
ham,"Nein, ich bin ein ständiger DD.",german
spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,english
ham,they released another Italian one today and it has a cosign option,english
ham,Wat ist auf deiner Seite.,german
ham,Je suis à une partie avec ALEX NICHOLS,french
ham,None of that's happening til you get here though,english
ham,Désolé de ne pas être libre...,french
ham,J'espère que vous vous êtes installé pour la nouvelle année scolaire.,french
ham,"Fyi Ich nehme eine schnelle Dusche, sei bei epsilon in wie &lt;#&gt; min",german
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,english
ham,"sry kann nicht telefonieren, mit Eltern",german
ham,"Gemäß Ihrer Anfrage 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)"" wurde als Anrufer für alle Anrufer eingestellt. Drücken Sie *9, um Ihre Freunde zu kopieren Callertune",german
ham,?? ?? ???? ?? ???? ??.,hindi
ham,???? ??? ??. ???? ?? ??...... ?? ???? ???? ?? ??? ????? ?? ?? v ??? ?? ???? ???.,hindi
ham,Tmr timin toujours da meme wat parce que j'ai eu la leçon jusqu'à 6...,french
ham,???? ???? ???? ??? ??? ???? ???,hindi
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,english
ham,"Jay m'a déjà dit, va faire",french
ham,"Moi, j'ai faim d'acheter de la bonne nourriture... mais maman n yun dun wan juz achète un peu...",french
ham,Awesome question with a cute answer: Someone asked a boy "how is ur life?" . . He smiled &amp; answered: . . "She is fine!" Gudnite,english
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,english
ham,??? ??? ????. ?????.,hindi
ham,watever relation u construit dans le monde dis seulement chose qui reste atlast iz lonlines avec lotz n beaucoup de souvenirs! feeling..,french
spam,Dringend! Bitte rufen Sie 09061743811 aus dem Festnetz. Ihre ABTA kostenlos 4 * Teneriffa Urlaub oder £5000 Bargeld warten Sammlung SAE T&Cs Box 326 CW25WX 150ppm,german
ham,"Cool, je t'envoie un texto dans quelques minutes.",french
spam,Rufen Sie jetzt FREEPHONE 0800 542 0578 an!,german
ham,"Carlos est à terre, mais je dois le récupérer, alors je vais passer par nousf dans un peu",french
ham,???? ???. ????? ??? ?? ???? ??? ??????? ??. ???? ??? ???? ?? ?? ? ?? ??????? ???? ??,hindi
ham,??? ?? ??? ???????. ??? ???? ????? ?? ????? ?? ??? ???.,hindi
spam,Texte et rencontrez quelqu'un de sexy aujourd'hui. U peut trouver une date ou même flirter son jusqu'à U. Joindre 4 juste 10p. RÉPONSER avec NAME & AGE par exemple Sam 25. 18 -msg recd@thirtyheight pence,french
ham,??? ??... Waa... ?? ???? ?? ??? ?? ???????? ???? ???? ????... ??... ?? ?????? ?? ???????????? ??? ???? ????,hindi
spam,Gratuit pour la 1ère semaine! No1 Nokia tone 4 ur mobile chaque semaine juste txt NOKIA à 8077 Obtenez txting et dites à vos partenaires. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,french
ham,"Ja, ich denke schon. Ich bin im Büro, aber mein Schoß ist im Zimmer, ich denke, das ist für die letzten Tage.",german
ham,"Lol, désolé, amusez-vous bien.",french
ham,Ok set let u noe e details later...,english
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,english
ham,"- Ja, du bist nachlässig.",german
ham,"Hmph. Go head, big baller.",english
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",english
ham,"??? ?? ???? ??? ???, ???? ??? ??? ???",hindi
ham,????? ????. ?? ??? ???? ????? ?? ?? ?? ??? ???? ?????. ?? ??? ?? ?? ???? - ?? ?? ?????? ??? ????? ?? ????? ???????? ?? ??? ??? ??? ??. ????? ?? - ?? ???? ?? ?? ??? ????? ?? ???? ?? ???? ???. ???? ??? ?? ??? ??? ???.,hindi
ham,Deine Meinung über mich? 1. Über 2. Jada 3. Kusruthi 4. Lebbar 5. Silent 6. Spl Charakter 7. Nicht gereift 8. Stilvoll 9. Einfache Pls Antwort..,german
ham,Herz ist leer ohne Liebe. Geist ist leer ohne Weisheit. Augen r leer ohne Träume &amp; Das Leben ist leer ohne Frnds.. So Alwys Be In Touch. Gute Nacht &amp; süße Träume,german
ham,"Personne n'est intéressé, ça peut être un plan d'affaires.",french
ham,"Beste Linie sagte in der Liebe:. ""Ich werde warten, bis der Tag, den ich vergessen kann u Oder Der Tag u erkennen, dass u mich nicht vergessen kann.""... Gn",german
ham,??? ??? ????? ?? ????? ??? ???? ?? ?? ???? ???????? ???? ?? ????? ?? ??. ??. ??. ??. ??.,hindi
ham,"Aight, morgen um &lt;#&gt; es ist",german
ham,?? Dicek ?????? ???? ?????? ??.,hindi
ham,Die Reinheit der Freundschaft zwischen zwei ist nicht über das Lächeln nach dem Lesen der weitergeleiteten Nachricht..It über das Lächeln nur durch das Sehen des Namens. Gud evng musthu,german
ham,Est-ce que l'examen réel était plus dur que le NBME,french
ham,U wan 2 aller acheter des billets d'abord?,french
spam,"Sehr geehrter Gutscheininhaber, Um dieses Wochenangebot in Anspruch zu nehmen, gehen Sie auf Ihrem PC bitte unter http://www.wtlp.co.uk/text. Ts&Cs gelten.",german
ham,?? ????? ???? ???? ???? ?? ?????? ??? ???? ???,hindi
ham,Your brother is a genius,english
ham,?? ???? ????? ?? ???? ?? ???? ??. ??????? ???? ?? ?? ???? ????,hindi
ham,"Du weißt, dass wir bei Lido zusehen?",german
ham,"Kundenort, an dem ich Sie anrufe.",german
spam,Pas entendu de U4 un moment. Appelez 4 rude chat ligne privée 01223585334 à cum. Wan 2C photos de moi gettin bâché puis texte PIX à 8552. 2Fin envoyer STOP 8552 SAM xxx,french
ham,T'en as une plus petite?,french
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",english
ham,"Wenn sie nicht antwortet, lass es mich wissen, damit ich ihr Log-in haben kann.",german
ham,"Hey...Großartiges Geschäft...Farm Tour 9 bis 5pm $95 / pax, $50 Anzahlung bis 16 Mai",german
ham,Dois-je venir chercher du cornichon?,french
ham,"Oui, mais ce qui est pire pour moi",french
ham,???????? ??? ?? ?? ???? ?? ??? ?? ????? ?? ???? ????? ?? ???? ??? ??? ?? ????? ?? ?? ??????? ??? ?? ?????? ?? ??? ?? ???? ???? ??? ??,hindi
ham,"???? pance ????, ???? ???? ???? ???",hindi
ham,???? ??? ?? ????? ?? ???? ?? ???? ???? ?? ???? ??? ??? ???? ?? *,hindi
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,english
ham,"Ich habe zwei weitere Briefe von. Ich werde sie für Sie kopieren, weil man eine Nachricht für Sie hat.",german
ham,Yavnt a essayé encore et n'a jamais joué d'original non plus,french
ham,U devrait faire une liste fb,french
ham,??? ?? ?????... ?? ?-???? ???? ?? ??? ?? ???? ??? ??...,hindi
ham,I'm not coming home 4 dinner.,english
spam,Entrée GRATUITE dans notre concours hebdomadaire £250 juste envoyer le mot WIN à 80086 MAINTENANT. 18 T&C www.txttowin.co.uk,french
ham,"Noch einen Monat, ich brauche Schokoladenkraut und Alkohol.",german
ham,Ich habe die zweite Hälfte der Nachricht nicht bekommen.,german
ham,????? ????? pac: -) ????? ??? place ?? ???? ???? ??.,hindi
ham,J'ai essayé de le joindre sans succès.,french
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,english
ham,Nokia phone is lovly..,english
ham,"Ich hoffe, Ihr nächster Raum gibt Ihnen alles, was Sie wollen. Denken Sie daran, alle Möbel gehört Ihnen. Wenn ich nicht da bin, wenn Sie es bewegen, sperren Sie einfach alle Schlösser und lassen Sie den Schlüssel mit Jenne.",german
ham,Rends-moi mes remerciements.,french
ham,BABE!!! Je t'aime!!! :-(... Geee... Je suis si triste sans toi bébé... Je t'aime...,french
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,english
spam,"2004 ?? 500 ?? ?????? ???????, MUSTHAG: ??? ????: ??? 89545 ?? ???? ??? ?????? ?? ??! OA4 ????? www.4-c. basz 287570.50-50-20-20-20/844-18",hindi
ham,Oh... j'ai demandé de m'amuser. Haha... prends soin de toi.,french
ham,Wer ist da sagen hallo zu unserem drugdealer,german
spam,"1 ??? ?? ??? ????? ?????? ??? 2 ?? ??? ?? ??? ??? ??? 09061246565 ??! Cueman Wort, ?????v3, ??? ??? 444-44-44-5. 150 ??? ??? ??!",hindi
ham,Alors n'utilise pas de brancher comment,french
ham,"Thanx. Oui nous revenons sur le soleil. Terminer le dîner retour 2 hôtel maintenant. Le temps vole, nous sommes à 4 exactement un mth aujourd'hui. Espérons que nous aurons beaucoup plus de mths à venir...",french
ham,"???? ???? ??? ?? ???? ??, ????? ???? ??.",hindi
ham,"???? firh... Okir, Okir, ogin 4 ???? drivivien ???? ?? ??? ?? ??? ?? ???...",hindi
ham,4 oclock at mine. Just to bash out a flat plan.,english
ham,"Danke und! Oder Bombe und Datum, wie mein Telefon sagen wollte!",german
spam,??? ?? ???? ?? ?????? ?? ????? ??. ??. ??.,hindi
ham,Euh si tôt.. Alors ü dîner à l'extérieur deizzit?,french
spam,(Applause.) ?? ????? ?? ???? ???? ?? ??? ???? 500 ?????????????? ??? ????? ?????? ???? ??.,hindi
ham,Salut c'est yijue... c'est à propos du manuel 3230 c'est l'intro aux algorithmes deuxième édition... je le vends pour $50...,french
ham,Xy versucht jetzt Smth. U essen schon? Wir haben nicht...,german
ham,Ich komme zu spät.,german
ham,"Why is that, princess? I bet the brothas are all chasing you!",english
ham,?? ??? ????? ??? ???? ??.,hindi
ham,I didnt get anything da,english
ham,?? ????? ????????... ??? ???? ???? ??? ??? ??? ?? ?? ?? ??? 2 ???? ??? ?? ???? ??? ???? ???.,hindi
ham,Dai i téléchargé mais il n'y a que le fichier exe que je ne peux exécuter cet exe qu'après l'installation.,french
ham,?????? ??,hindi
ham,WOT U UP 2 J?,english
ham,"Auch u dont bekommen in Schwierigkeiten, während überzeugend..nur tel ihm ein oder zweimal und nur tel vernachlässigen seine msgs dont c und lesen Sie es..nur nicht antworten",german
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",english
ham,What time is ur flight tmr?,english
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",english
ham,Dont gimme that lip caveboy,english
ham,"Ok, ich empfange Juz..",german
ham,Oke ????? ??? ?? ???? ?? ?? ??? ???? ???? ???... ??? udyn ???? ???? ?? ??...,hindi
ham,Lol ok votre pardon :),french
ham,Ich tot u außerhalb cos Darren sagen u kommen einkaufen. Natürlich wir nett wat. Wir jus ging sim lim Blick auf mp3-Player.,german
ham,"???????, ???? ?????... ???? ??? ???? ??? ???? ??? ??? ???? ??? ???? ??? ??, ???? ?????...",hindi
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",english
ham,????? ??? ??? ??.,hindi
spam,"Smamawawavon520 ?? Smaka Pyr. 2 ?? ??? ?? ????, Smss. ac/ms ???? 2 ??? ???? ?? ??? ????? ????? ????? ????? ?????, ???? ???? ?????? ?? ??? ???",hindi
ham,"Ruf mich an, ich bin senthil von hsbc.",german
ham,Teach me apps da. When you come to college.,english
ham,"?? ?? ??? ?? ??? ??! ???? ???, ????? ????? ?? ???? ?? ??? ???? ??? ??? ?? ?? ????? / ??? ??? ?? ??? ?????? ???. ??? ??? ????? ??? ?? ????? ??? ?? ??, ??? ????? ?? ??? xx",hindi
ham,Höhe des Recyclings: Lesen Sie zweimal- Menschen verbringen Zeit für Geld zu verdienen und das gleiche Geld für Zeit zu verbringen!;-) Guten Morgen.. halten Sie lächeln:-),german
ham,Vous avez un emploi dans le wipro :) vous obtiendrez tout dans la vie dans 2 ou 3 ans.,french
ham,Dann etwas Besonderes?,german
ham,"Hoffnung Dinge lief gut bei 'Ärzte' ;) erinnert mich, dass ich noch 2go.did u c d kleine Sache, die ich in der Lounge links?",german
ham,Speaking of does he have any cash yet?,english
ham,Oh great. I.ll disturb him more so that we can talk.,english
ham,??? ?????? ?????! ?? ??? ?? ????? ?? ???? ?? ?? ??? ???? YM ?? ?? ?? ????...,hindi
ham,"Ich frage, ob u meeting da ge tmr nite...",german
spam,???? ?? ???? ?? ??? ???? ?? ??????? ???? ?? ??? 150 ??? ????? ??? ?? ?? ?????? ???? ???? ???? ?? ??? ?? ??? ?????? ???? ????? ???...,hindi
ham,??.k: ?? ?? ?? ??? ????,hindi
ham,Je vais joindre le bureau autour de &lt;DECIMAL&gt;. &amp; mon mobile ont problème. Vous ne pouvez pas obtenir ma voix.,french
ham,CuzIrod. ?? ?????? ???? ????? ???,hindi
spam,AUS 88066 LOST £12 HILFE,german
ham,"Tut mir leid, ich kann dir nicht helfen.",german
ham,Then wat r u doing now? Busy wif work?,english
ham,Es könnte ein Geschäftsplan sein.,german
spam,"?? TAT: 8333 ""CAT-SURSUC/MERSURS/MEHA4444"" ?? ?????? ?? ??? ??? ?????? ???? ???, ?? 40GB ?? ??3 ?????? ?? ?? ????? ?? ???? ?? ?????? ?? ??? ???. ??. ??.",hindi
ham,"Hey, alles Gute zum Geburtstag.",german
ham,"Ok, aber sagen Sie mir, eine halbe hr b4 u kommen ich brauche 2 Vorbereitung.",german
ham,Hi dis is yijue ich würde gerne arbeiten wif u alle für gek1510...,german
spam,URGENT! Votre mobile a reçu un prix Bonus Caller de £1 500 le 27/6/03. Notre dernière tentative 2 contacter U! Appelez 08714714011,french
ham,"Nennen Sie mich da, ich warte auf Ihren Anruf.",german
ham,Hallo meine E-Mail-Adresse hat sich geändert jetzt ist es,german
ham,?????. ??? ????? ?? ?????? ???? ?? :),hindi
ham,Bonjour Cher Appelez-moi son urgnt. Je ne sais pas quel est votre problème. Vous ne voulez pas travailler ou si vous avez un autre problème au moins me dire. Wating pour votre réponse.,french
ham,Est-ce que je vais venir plus tard ce soir?,french
spam,Sexy Singles warten auf Sie! Texten Sie Ihre AGE gefolgt von Ihrem GENDER als Widerrist M oder F E.G.23F. Für schwule Männer sims Ihr AGE gefolgt von einem G. z.B. 23G.,german
ham,"Ich komme nach Hause, vier Abendessen.",german
ham,Are you up for the challenge? I know i am :),english
ham,?? ?? ??????? ???? ???. ?? ?? ?????? ???.,hindi
spam,"Willst du 2 heute Nacht flachgelegt werden? Willst du echte Dogging-Standorte direkt 2 ur Mob? Schließe dich dem größten Dogging-Netzwerk Großbritanniens an, indem du MOAN auf 69888Nyt txting. ec2a. 31p.msg@150p",german
spam,"Herzlichen Glückwunsch! 2 mobile 3G Videophones R Ihre. rufen Sie 09061744553 jetzt! videochat wid ur mates, spielen java Spiele, Dload polyH Musik, noline rentl. bx420. ip4. 5we. 150pm",german
ham,I dont know exactly could you ask chechi.,english
ham,Was????? Hallo wats spricht E-Mail-Adresse?,german
ham,Mon téléphone,french
ham,"1) Gehen Sie zu schreiben msg 2) Setzen Sie auf Wörterbuch-Modus 3)Bedecken Sie den Bildschirm mit Hand, 4) Presse &lt;#&gt;. 5)Gently entfernen Ur hand.. Seine interessante..:)",german
ham,"Ich bin in einem Meeting, ruf mich später an.",german
spam,"okmail: Sehr geehrter Dave, das ist Ihre letzte Nachricht, um Ihre 4 * Teneriffa Urlaub oder #5000 CASH Award zu sammeln! Rufen Sie 09061743806 aus dem Festnetz. TCs SAE Box326 CW25WX 150ppm",german
ham,??? ?????? ?? ???? ??? ???. ??? ?? ?? ??? ?? ??? ??? ?? ??? ?? ??? ??? 5 ???? ?? ????? ??.,hindi
ham,"Elle est limite, mais oui, peu importe.",french
ham,Attendre 4 mon émission de télé 2 commencer lor... U leh toujours occupé à faire le rapport d'ur?,french
ham,"Dis ça lentement.? Dieu, je t'aime &amp; J'ai besoin de toi, touche mon cœur avec ton sang.Envoye ça à dix personnes &amp; u c miracle demain, fais-le,pls,pls le font...",french
ham,Good morning princess! Happy New Year!,english
ham,"Okay, Thanx...",german
spam,"Vous avez 1 nouveau message vocal, s'il vous plaît appelez le 08719181513.",french
ham,???? ??? ??????? ??? ??? ???? ???? ?? ???? ???? ??? ???,hindi
ham,"??? ??? ?? ??? ???, ????? ?? ???? ??????? ??? ???? ???. ???? ????? ?? ????? ??? ????....",hindi
spam,"Bitte rufen Sie 08712402902 sofort an, da eine dringende Nachricht auf Sie wartet.",german
ham,"Ich kann fragen, aber es gibt nicht viel in Bezug auf die Mitte hier oben",german
ham,"Haha just kidding, papa needs drugs",english
ham,"?? ???? ??, ??? ???? ?????? ?? ??? ?? ??? ???",hindi
ham,"4 ????? + 1 Qazazorto, ?? ???",hindi
ham,Wahrscheinlich wird es ein wenig vorbei kommen.,german
ham,????? ???? ?? ??? ???? ?? ??? ??,hindi
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",english
ham,???? ?????? ?? ?? arr ??? ???? ???. ???? ??? ???? ??? srrrrrrer ??? ????.,hindi
ham,hier ist meine neue Adresse -apples&pairs& all diese malarky,german
ham,"??, ?? ?? ?????? ?? ??? ???? ???",hindi
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,english
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",english
spam,Vos crédits ont été complétés pour http://www.bubbletext.com Votre renouvellement Pin est tgxxrz,french
ham,??? ????? ?????? ?? ??? ?? 4 ????? ?? ???? ??...... ????? ?????? Wetkikki! ?? ??? ???? ????? ?? ????? ?? ????? ???? ???!,hindi
ham,Feb &lt;#&gt; ist "I LOVE U" Tag. Senden Sie dis an alle ur "VALUED FRNDS" evn mich. Wenn 3 kommt zurück u'll gt verheiratet d Person u Luv! Wenn u ignorieren dis u wird ur luv verlieren 4 Evr,german
ham,U jetzt schlafen.. Oder Sie nehmen? Haha.. Ich habe Spione wat.. Ich online überprüfen n antworten Mails lor..,german
spam,"Dies ist das zweite Mal, dass wir versucht haben, Kontakt u. U gewonnen haben die £1450 Preis zu behaupten, nur Anruf 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm",german
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,english
ham,?? ???? ??? ??? ???? ????? ???? ????,hindi
spam,"Wie wäre es, mit Leuten in Kontakt zu treten, die auf Unternehmen warten? Einfach txt zurück Ihren NAME und AGE zu entscheiden, in! Genießen Sie die Gemeinschaft (150p/SMS)",german
ham,Lol ok mal essayer d'envoyer. Soyez averti Sprint est mort lent. Vous l'obtiendrez proly demain,french
ham,How many times i told in the stage all use to laugh. You not listen aha.,english
ham,Are you not around or just still asleep? :V,english
ham,"Wenn du wieder bei Mu bist und ich vorbeikomme, brauche ich jemanden, der mir die Tür öffnet.",german
spam,RGENT! C'est la 2e tentative de contacter U!U ont WON £1250 APPEL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max £7.50,french
ham,Je suis &lt;#&gt; ans. Espoir qui ne vous dérange pas.,french
ham,I've reached already.,english
ham,?? ???? ?? ??? ???? ?? ?? ?? ????????? ??? ???? ????????? ?????? ?? ???? ?? ??? ??? ???? ?? ????? ???? ?? ?? ?? ??? ?????? ???? ?? ??? ????? ?? ??????,hindi
ham,"Jus Chillaxin, was gibt's?",german
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",english
ham,Sie kommen nicht zusammen :-(,german
ham,??? ???? ?? ??? ???? ????? ????,hindi
ham,??.,hindi
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,english
ham,"Détroit, la maison de la neige.",french
ham,"Nothing, i got msg frm tht unknown no..",english
ham,??? ??? ?? ??? ????? ??? ?? ??? Sanen ???.,hindi
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",english
ham,Are you at work right now ?,english
ham,"Bewahre dich für mich in Sicherheit, denn ich brauche dich und ich vermisse dich schon und ich beneide jeden, der dich im wirklichen Leben sieht",german
ham,"?? ?? ??, ?????. ?? ?? ?? ????? ??? ???.",hindi
ham,"Wie wäre es mit Kleidung, Schmuck und Ausflügen?",german
ham,Votre compte a été rempli avec succès par INR &lt;DECIMAL&gt;. Votre solde de compte prépayé KeralaCircle est Rs &lt;DECIMAL&gt;. Votre identifiant de transaction est KR &lt;#&gt;.,french
spam,?? ????? ????? ??. ?? ????? ? ???? ???? ??? ???? ?????? ??! ?? ???? ???? ?? ??????? ???? ?? ??? ??????? ????.,hindi
ham,L'histoire de Noël est la paix.. Le Noël msg est l'amour.. Le miracle de Noël est Jésus.. Av un mois béni devant &amp; souhaiter U Merry Xmas...,french
ham,????? ??? ??????? ?? ????.,hindi
ham,... Are you in the pub?,english
ham,Ich bin in Chennai velachery:),german
ham,?? ?????? ??????! ??? ??????? ????? ???? ???!,hindi
ham,",, et les ramasser à partir de différents points, en allant 2 yevil, et ils feront le projet moteur 4 3 heures, puis u les ramener à la maison., 12 2 5.30 max., Très facile",french
ham,Et est-ce qu'il y a un moyen d'envoyer les trucs de la nuance à elle et elle a été merveilleuse aussi.,french
ham,If you have belive me. Come to my home.,english
ham,LOL ?? ?? ????? ?????? ???? ?????.,hindi
ham,J'avais posé une question quelques heures auparavant.,french
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,english
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",english
ham,"?? ?? ???? ?? ?????? ?? ??? ???, Here ?? ???? ???? ?? ?? ???? ???? ???? ??? ??",hindi
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",english
spam,"URGENT! Wir versuchen, Kontakt mit U Todays Draw zeigt, dass Sie einen £800 Preis gewonnen haben GARANTEED. Rufen Sie 0905000460 von land line. Claim J89. po box245c2150pm",german
ham,I (Career Tel) ont ajouté u comme un contact sur INDYAROCKS.COM pour envoyer des SMS GRATUITS. Pour supprimer de l'annuaire - sms NON à &lt;#&gt;,french
ham,"Vous avez raison, j'y pense maintenant.",french
ham,Lol no. Just trying to make your day a little more interesting,english
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",english
ham,"Donc, à n'importe quelle heure la semaine prochaine, vous pouvez vous éloigner de votre mère &amp; se lever avant 3",french
ham,Votre avis sur moi? 1. Plus de 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. caractère Spl 7. Pas mature 8. Élégant 9. Simple Pls réponse..,french
ham,Bonne nuit mon cher.. Sleepwell&amp; Prenez soin de vous,french
ham,?? ??? ??? ?? ??? ????,hindi
ham,Tu vas à l'entretien de Wipro aujourd'hui?,french
ham,"Carlos voulait que je le rencontre là-bas, mais je me suis perdu et il ne répond pas à son téléphone.",french
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,english
ham,Tu viens au jour le jour pour le cours.,french
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",english
ham,"ER, ENJOYIN INDIENS AU MO..YEP. SALL GOOD HehE ;> Comment se passe-t-il u shexy? Pete Xx",french
ham,"Komm sofort zu mir, Ahmad.",german
ham,hat u diese Nachricht erhalten,german
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,english
ham,"L'amour n'est pas une décision, c'est un sentiment. Si nous pouvions décider qui aimer, alors, la vie serait beaucoup plus simple, mais alors moins magique",french
ham,Alors pourquoi personne ne me parle,french
ham,???? ?? ??? ??. ???? ??? ???? ?????? ??? ?? ??? ????? ???,hindi
ham,J'espère que vous vous sentez bien.,french
ham,J'ai tout pensé.,french
ham,Maman n'y va pas déjà.,french
ham,Alle hatten Spaß heute Abend.,german
ham,???? ?? ???? ??? ?? ???? ?? ??? ??? ?????:),hindi
ham,Passer à tous les contacts ur n see wat u get! Red;i'm in luv wid u. Blue;u met un sourire sur mon visage. Purple;u r realy hot. Rose;u r so swt. Orange;i thnk i lyk u. Green;i realy wana sortir avec u. Yelow;i wnt u bck. Black;i'm jalous of u. Brown;i miss you Nw plz giv me one color,french
ham,"??? ????? ??? ??? ???, ????? ???? ?? ???? ?????? ?? ????? ?????.",hindi
spam,0871238 10m-7?? ????? ?? ???,hindi
ham,Frnd ne juz pas un mot.....pas seulement une relation.....sa promesse silencieuse qui dit... "Je serai avec VOUS " Oùvr.. Whereevr.. Forevr... Gudnyt cher..,french
ham,"Oui, celui-là est lent comme du caca.",french
ham,"La table est occupée, j'attends près de l'arbre.",french
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,english
ham,"???, ???? ???? ?? ?? ???? ??????? ???? ??? ?? ?? ??? ?? ???? ????? ?? ??? ??, ??? ?? ???? ?? ?? ???? ???? ??? ?? ?? ??? ???? ???? ?????",hindi
ham,Hé soleil prochain 1030 il y a un cours de yoga de base... à bugis... on peut aller pour ça... Pilates intro sat prochain.... Dites-moi à quelle heure vous êtes libre,french
ham,K:)all the best:)congrats...,english
ham,Superb Thought- "Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.":-),english
ham,"Jay wants to work out first, how's 4 sound?",english
ham,?? ????? ?? ?????? ?? ??????? ????? ?,hindi
ham,Pas de puzzèles de gestion.,french
ham,Je veux faire ressortir ta tigresse intérieure...,french
ham,Jus a fini de me souffler les cheveux.,french
ham,"D'accord, je dois changer ma commande en un demi-huitième.",french
